id,english,spanish,category,subcategory,abbreviation,synonyms_en,synonyms_es,pronunciation,definition_es,clinical_context,caution,source_name,source_url,review_status,reviewed_by,review_date,notes,entry_type,meaning_group,context_note,spanish_neutral,spanish_us,spanish_latam,regional_variants,priority,frequency,difficulty,publication_status,source_accessed_date,created_date,updated_date,version,change_notes
163,Brake,Frenar,Partes de carros,Conducción,,to brake,,/breik/,Reducir la velocidad o detener el vehículo mediante los frenos.,Brake slowly on wet roads.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,"Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario. Fuente adicional: Finance and Insurance Vocabulary, página 9.",Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Frenar,,,,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
164,Change / check the oil,Cambiar / revisar el aceite,Partes de carros,Mantenimiento,,,,/cheinj / chek the oil/,Realizar mantenimiento o verificar el nivel y condición del aceite del motor.,You should check the oil before a long trip.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Frase,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Cambiar / revisar el aceite,,,,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
165,Crash into,Chocar contra,Partes de carros,Accidentes,,collide with,,/krash in-tu/,Impactar un vehículo u objeto durante un accidente.,The car crashed into a guardrail.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Frase,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Chocar contra,,,,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
166,Run a red light,Pasarse un semáforo en rojo,Partes de carros,Tránsito,,go through a red light,saltarse un semáforo,/run a red lait/,Cruzar una intersección cuando el semáforo indica detenerse.,The driver ran a red light.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Frase,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Pasarse un semáforo en rojo,,,saltarse un semáforo,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
167,Back up / reverse,Dar marcha atrás,Partes de carros,Conducción,,,retroceder,/bak up / ri-vers/,Mover el vehículo hacia atrás.,Back up slowly and check your mirrors.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Frase,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Dar marcha atrás,,,retroceder,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
168,Run over,Atropellar,Partes de carros,Accidentes,,,arrollar,/run ou-ver/,"Golpear o pasar por encima de una persona, animal u objeto con un vehículo.",The driver nearly ran over a pedestrian.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Atropellar,,,arrollar,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
169,Tow,Remolcar,Partes de carros,Servicios,,,,/tou/,Transportar un vehículo tirando de él con otro vehículo.,The damaged car had to be towed.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Remolcar,,,,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
170,ATV (all-terrain vehicle),Vehículo todo terreno,Partes de carros,Tipos de vehículos,,quad; four-wheeler,cuatrimoto,/ei-tii-vii/,Vehículo motorizado diseñado para circular fuera de carreteras pavimentadas.,The rider was injured while driving an ATV.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Acrónimo,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Vehículo todo terreno,,,cuatrimoto,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
171,Compact car,Automóvil compacto,Partes de carros,Tipos de vehículos,,,carro compacto,/kom-pakt kar/,Automóvil pequeño diseñado para transportar pasajeros con eficiencia.,They rented a compact car.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Automóvil compacto,,,carro compacto,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
172,Convertible,Descapotable,Partes de carros,Tipos de vehículos,,,convertible,/kon-ver-ti-bol/,Automóvil cuyo techo puede retirarse o plegarse.,He was driving a convertible.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Descapotable,,,convertible,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
173,Four-wheel drive,Tracción en las cuatro ruedas,Partes de carros,Tipos de vehículos,,4WD; four-by-four,doble tracción; tracción 4x4,/for-wiil draiv/,Sistema que transmite potencia a las cuatro ruedas del vehículo.,The truck has four-wheel drive.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Tracción en las cuatro ruedas,,,doble tracción; tracción 4x4,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
174,Minivan,Miniván,Partes de carros,Tipos de vehículos,,,camioneta familiar; pequeña furgoneta,/mi-ni-van/,Vehículo familiar con mayor espacio interior y varias filas de asientos.,The family travels in a minivan.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Miniván,,,camioneta familiar; pequeña furgoneta,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
175,Pickup truck,Camioneta pickup,Partes de carros,Tipos de vehículos,,pickup,camioneta de paila,/pik-up truk/,Vehículo con cabina para pasajeros y área de carga abierta en la parte trasera.,The tools were in the pickup truck.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Camioneta pickup,,,camioneta de paila,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
176,Sedan,Sedán,Partes de carros,Tipos de vehículos,,saloon,turismo,/si-dan/,"Automóvil cerrado de pasajeros, normalmente con cuatro puertas y maletero separado.",The rental vehicle is a four-door sedan.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Sedán,,,turismo,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
177,Sports car,Automóvil deportivo,Partes de carros,Tipos de vehículos,,,carro deportivo,/sports kar/,Automóvil diseñado para ofrecer alto rendimiento y conducción deportiva.,The sports car was traveling at high speed.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Automóvil deportivo,,,carro deportivo,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
178,SUV (sport utility vehicle),Vehículo utilitario deportivo,Partes de carros,Tipos de vehículos,,sport utility vehicle,camioneta; todoterreno,/es-yuu-vii/,"Vehículo de pasajeros con mayor altura, espacio de carga y capacidad para distintas superficies.",The family was traveling in an SUV.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Acrónimo,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Vehículo utilitario deportivo,,,camioneta; todoterreno,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
179,Van,Furgoneta,Partes de carros,Tipos de vehículos,,,camioneta; panel,/van/,Vehículo cerrado utilizado para transportar pasajeros o carga.,The company uses a van for deliveries.,,Car and Road Related Glossary (PDF proporcionado),documento-local:Car-and-Road-Related-Glossary.pdf,Pendiente,,,Importado y enriquecido a partir del glosario automotriz proporcionado por el usuario.,Término,Automotriz,"Uso frecuente en llamadas OPI relacionadas con vehículos, seguros y accidentes.",Furgoneta,,,camioneta; panel,Alta,Frecuente,Intermedia,Demo,2026-07-16,2026-07-16,2026-07-16,1.0,Importado y enriquecido desde Car and Road Related Glossary
180,12th month term,Plazo a 12 meses,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Plazo a 12 meses,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
181,Accounts payable,Cuentas por pagar,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Cuentas por pagar,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
182,Accrued interest,Intereses devengados,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Intereses devengados,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
183,Acquisition fee,Cuota de adquisición,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Cuota de adquisición,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
184,Acts of God,Actos de fuerza mayor,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Actos de fuerza mayor,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
185,Added value,Valor agregado,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Valor agregado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
186,Adjustable rate mortgage (ARM),Tasa hipotecaria ajustable,Banca y pagos,Hipotecas y bienes raíces,ARM,,,,Término bilingüe utilizado en contextos de hipotecas y bienes raíces.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Tasa hipotecaria ajustable,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
187,Adjusted gross income,Ingreso bruto ajustado,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Ingreso bruto ajustado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
188,Administration fees,Gastos de administración,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Gastos de administración,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
189,Affidavit,Declaración jurada,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Declaración jurada,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
190,Annual interest rate,Tasa de interés anual,Banca y pagos,Crédito y préstamos,,,,,Término bilingüe utilizado en contextos de crédito y préstamos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Tasa de interés anual,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
191,Appraisal,Avalúo,Banca y pagos,Hipotecas y bienes raíces,,,,,Término bilingüe utilizado en contextos de hipotecas y bienes raíces.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Avalúo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
192,Appraised value,Valor del avalúo,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Valor del avalúo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
193,Assets,Activos; bienes,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Activos; bienes,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
194,Attorney fees,Honorarios de abogado,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Honorarios de abogado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
195,Average market price,Precio promedio en el mercado,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Precio promedio en el mercado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
196,Bank branch,Sucursal de un banco,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Sucursal de un banco,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
197,Bank statements,Estados de cuenta bancarios,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Estados de cuenta bancarios,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
198,Bankruptcy,Quiebra; bancarrota,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Quiebra; bancarrota,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
199,Becoming (get) current,Poniendo al corriente,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Poniendo al corriente,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
200,Bill consolidation,Consolidación de cuentas,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Consolidación de cuentas,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
201,Bond,Fianza,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Fianza,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
202,Borrower,Prestatario,Banca y pagos,Crédito y préstamos,,,,,Término bilingüe utilizado en contextos de crédito y préstamos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Prestatario,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
203,Business days,Días hábiles,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Días hábiles,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
204,Buying power,Poder adquisitivo,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Poder adquisitivo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
205,Cap,Tope,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Tope,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
206,Capital gains,Ganancias de capital,Banca y pagos,Inversiones,,,,,Término bilingüe utilizado en contextos de inversiones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Ganancias de capital,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
207,Capital loss,Pérdida de capital,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Pérdida de capital,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
208,Cash advance,Adelanto de dinero en efectivo,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Adelanto de dinero en efectivo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
209,Cash assets,Activo en efectivo,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Activo en efectivo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
210,Cash inflow,Flujo en efectivo; flujo de caja,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Flujo en efectivo; flujo de caja,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
211,Cash purchase,Compra en efectivo; al contado,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Compra en efectivo; al contado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
212,Cash transaction,Transacción en efectivo,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Transacción en efectivo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
213,Cash value,Valor en efectivo,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,Valor en efectivo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
214,Cashier’s check,"Cheque certificado, cheque de caja",Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 1.",Término,,,"Cheque certificado, cheque de caja",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
215,Cashless hold,Retención sin efectivo,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 2.",Término,,,Retención sin efectivo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
216,Cashless sale,Venta sin efectivo,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 2.",Término,,,Venta sin efectivo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
217,Ceiling price,Precio tope,Banca y pagos,Finanzas y operaciones bancarias,,,,,Término bilingüe utilizado en contextos de finanzas y operaciones bancarias.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 2.",Término,,,Precio tope,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
218,Certificates of Deposit,Certificados de depósito,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 2.",Término,,,Certificados de depósito,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
